Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
squat,1,3,200,lbs,,,"9/10/2022, 12:10:55 PM",0:00:00,0.74,746,1.26,601,1.012
squat,2,1,230,lbs,,,"9/10/2022, 12:10:55 PM",0:04:42,0.67,716,1.12,553,1.067
squat,2,2,230,lbs,,,"9/10/2022, 12:10:55 PM",0:04:42,0.64,695,1.22,562,1.087
squat,3,1,255,lbs,,,"9/10/2022, 12:10:55 PM",0:02:33,0.63,634,1.14,480,1.011
squat,3,2,255,lbs,,,"9/10/2022, 12:10:55 PM",0:02:33,0.56,634,1,485,1.122
squat,3,3,255,lbs,,,"9/10/2022, 12:10:55 PM",0:02:33,0.53,616,0.98,508,1.163
squat,3,4,255,lbs,,,"9/10/2022, 12:10:55 PM",0:02:33,0.55,636,1,485,1.168
squat,3,5,255,lbs,,,"9/10/2022, 12:10:55 PM",0:02:33,0.45,645,0.98,524,1.429
squat,4,1,275,lbs,,,"9/10/2022, 12:10:55 PM",0:06:47,0.54,646,1,517,1.189
squat,4,2,275,lbs,,,"9/10/2022, 12:10:55 PM",0:06:47,0.49,661,0.88,565,1.34
squat,4,3,275,lbs,,,"9/10/2022, 12:10:55 PM",0:06:47,0.47,663,0.91,520,1.418
squat,4,4,275,lbs,,,"9/10/2022, 12:10:55 PM",0:06:47,0.45,643,0.95,517,1.433
squat,4,5,275,lbs,,,"9/10/2022, 12:10:55 PM",0:06:47,0.45,643,0.91,512,1.417
squat,5,1,300,lbs,,,"9/10/2022, 12:10:55 PM",0:03:58,0.47,634,0.9,498,1.356
squat,5,2,300,lbs,,,"9/10/2022, 12:10:55 PM",0:03:58,0.35,642,0.75,542,1.812
squat,5,3,300,lbs,,,"9/10/2022, 12:10:55 PM",0:03:58,0.41,610,0.85,495,1.505
squat,5,4,300,lbs,,,"9/10/2022, 12:10:55 PM",0:03:58,0.36,617,0.72,511,1.704
squat,5,5,300,lbs,,,"9/10/2022, 12:10:55 PM",0:03:58,0.34,675,0.84,563,1.962
main bench,1,1,170,lbs,,,"9/12/2022, 6:56:57 AM",0:00:00,0.5,378,0.75,291,0.755
main bench,1,2,170,lbs,,,"9/12/2022, 6:56:57 AM",0:00:00,0.56,387,0.82,297,0.685
main bench,1,3,170,lbs,,,"9/12/2022, 6:56:57 AM",0:00:00,0.53,377,0.75,306,0.715
main bench,2,1,190,lbs,,,"9/12/2022, 6:56:57 AM",0:03:40,0.52,408,0.74,325,0.778
main bench,2,2,190,lbs,,,"9/12/2022, 6:56:57 AM",0:03:40,0.51,394,0.73,315,0.773
main bench,3,1,215,lbs,,,"9/12/2022, 6:56:57 AM",0:04:53,0.4,391,0.56,317,0.978
main bench,3,2,215,lbs,,,"9/12/2022, 6:56:57 AM",0:04:53,0.36,345,0.5,287,0.958
main bench,3,3,215,lbs,,,"9/12/2022, 6:56:57 AM",0:04:53,0.35,364,0.48,310,1.038
main bench,3,4,215,lbs,,,"9/12/2022, 6:56:57 AM",0:04:53,0.32,358,0.38,261,1.108
main bench,3,5,215,lbs,,,"9/12/2022, 6:56:57 AM",0:04:53,0.27,320,0.38,78,1.185
main bench,4,1,230,lbs,,,"9/12/2022, 6:56:57 AM",0:05:51,0.3,348,0.38,291,1.145
main bench,4,2,230,lbs,,,"9/12/2022, 6:56:57 AM",0:05:51,0.33,347,0.43,301,1.046
main bench,4,3,230,lbs,,,"9/12/2022, 6:56:57 AM",0:05:51,0.31,369,0.41,282,1.182
main bench,4,4,230,lbs,,,"9/12/2022, 6:56:57 AM",0:05:51,0.26,327,0.35,284,1.27
main bench,4,5,230,lbs,,,"9/12/2022, 6:56:57 AM",0:05:51,0.24,365,0.34,320,1.498
main bench,5,1,240,lbs,,,"9/12/2022, 6:56:57 AM",0:09:08,0.28,357,0.38,309,1.286
main bench,5,2,240,lbs,,,"9/12/2022, 6:56:57 AM",0:09:08,0.24,330,0.31,56,1.361
main bench,5,3,240,lbs,,,"9/12/2022, 6:56:57 AM",0:09:08,0.2,320,0.31,53,1.63
main bench,5,4,240,lbs,,,"9/12/2022, 6:56:57 AM",0:09:08,0.18,350,0.34,59,1.912
main bench,5,5,240,lbs,,,"9/12/2022, 6:56:57 AM",0:09:08,0.15,265,0.25,49,1.765
main deadlift,1,1,210,lbs,,,"9/13/2022, 7:03:28 AM",0:00:00,0.51,580,1.01,406,1.133
main deadlift,1,2,210,lbs,,,"9/13/2022, 7:03:28 AM",0:00:00,0.5,567,0.94,439,1.131
main deadlift,1,3,210,lbs,,,"9/13/2022, 7:03:28 AM",0:00:00,0.51,563,0.94,410,1.103
main deadlift,2,1,245,lbs,,,"9/13/2022, 7:03:28 AM",0:04:06,0.33,541,0.78,419,1.64
main deadlift,2,2,245,lbs,,,"9/13/2022, 7:03:28 AM",0:04:06,0.43,547,0.9,394,1.281
null,1,1,null,lbs,,,"9/13/2022, 7:03:28 AM",0:03:51,0.31,535,0.67,392,1.703
null,1,2,null,lbs,,,"9/13/2022, 7:03:28 AM",0:03:51,0.4,558,0.78,407,1.395
null,1,3,null,lbs,,,"9/13/2022, 7:03:28 AM",0:03:51,0.27,557,0.79,422,2.069
null,1,4,null,lbs,,,"9/13/2022, 7:03:28 AM",0:03:51,0.36,554,0.85,407,1.517
null,1,5,null,lbs,,,"9/13/2022, 7:03:28 AM",0:03:51,0.34,522,0.74,391,1.524
main deadlift,1,1,285,lbs,,,"9/13/2022, 7:03:28 AM",0:03:30,0.36,535,0.72,419,1.472
main deadlift,1,2,285,lbs,,,"9/13/2022, 7:03:28 AM",0:03:30,0.42,551,0.74,425,1.31
main deadlift,1,3,285,lbs,,,"9/13/2022, 7:03:28 AM",0:03:30,0.36,571,0.75,428,1.578
main deadlift,1,4,285,lbs,,,"9/13/2022, 7:03:28 AM",0:03:30,0.34,554,0.61,413,1.634
main deadlift,1,5,285,lbs,,,"9/13/2022, 7:03:28 AM",0:03:30,0.28,530,0.63,409,1.862
main bench,1,1,170,lbs,,,"9/14/2022, 7:01:53 AM",0:00:00,0.59,401,0.85,303,0.674
main bench,1,2,170,lbs,,,"9/14/2022, 7:01:53 AM",0:00:00,0.61,401,0.83,300,0.653
main bench,1,3,170,lbs,,,"9/14/2022, 7:01:53 AM",0:00:00,0.64,416,0.91,312,0.653
main bench,2,1,null,lbs,,,"9/14/2022, 7:01:53 AM",0:03:40,0.55,397,0.81,305,0.72
main bench,2,2,null,lbs,,,"9/14/2022, 7:01:53 AM",0:03:40,0.53,404,0.71,266,0.759
main bench,3,1,215,lbs,,,"9/14/2022, 7:01:53 AM",0:04:57,0.41,378,0.55,312,0.931
main bench,3,2,215,lbs,,,"9/14/2022, 7:01:53 AM",0:04:57,0.41,370,0.5,116,0.893
main bench,3,3,215,lbs,,,"9/14/2022, 7:01:53 AM",0:04:57,0.37,352,0.47,287,0.944
main bench,3,4,215,lbs,,,"9/14/2022, 7:01:53 AM",0:04:57,0.34,357,0.45,310,1.054
main bench,3,5,215,lbs,,,"9/14/2022, 7:01:53 AM",0:04:57,0.3,342,0.41,288,1.152
main bench,4,1,230,lbs,,,"9/14/2022, 7:01:53 AM",0:05:57,0.38,374,0.5,325,0.996
main bench,4,2,230,lbs,,,"9/14/2022, 7:01:53 AM",0:05:57,0.33,339,0.41,75,1.015
main bench,4,3,230,lbs,,,"9/14/2022, 7:01:53 AM",0:05:57,0.29,326,0.42,285,1.116
main bench,4,4,230,lbs,,,"9/14/2022, 7:01:53 AM",0:05:57,0.25,350,0.39,85,1.422
main bench,4,5,230,lbs,,,"9/14/2022, 7:01:53 AM",0:05:57,0.24,347,0.35,52,1.461
main bench,5,1,240,lbs,,,"9/14/2022, 7:01:53 AM",0:07:09,0.29,340,0.35,94,1.185
main bench,5,2,240,lbs,,,"9/14/2022, 7:01:53 AM",0:07:09,0.26,332,0.34,292,1.267
main bench,5,3,240,lbs,,,"9/14/2022, 7:01:53 AM",0:07:09,0.26,338,0.35,263,1.309
main bench,5,4,240,lbs,,,"9/14/2022, 7:01:53 AM",0:07:09,0.24,333,0.3,78,1.399
main bench,5,5,240,lbs,,,"9/14/2022, 7:01:53 AM",0:07:09,0.15,345,0.26,46,2.263
main bench,1,1,280,lbs,,,"9/14/2022, 7:31:04 AM",0:00:00,0.15,350,0.27,306,2.332
squat,1,1,210,lbs,,,"9/17/2022, 11:22:01 AM",0:00:00,0.74,711,1.27,558,0.958
squat,1,2,210,lbs,,,"9/17/2022, 11:22:01 AM",0:00:00,0.42,700,0.76,620,1.655
squat,2,1,250,lbs,,,"9/17/2022, 11:22:01 AM",0:04:03,0.62,707,1.13,586,1.139
squat,2,2,250,lbs,,,"9/17/2022, 11:22:01 AM",0:04:03,0.59,729,1.09,611,1.244
squat,3,1,285,lbs,,,"9/17/2022, 11:22:01 AM",0:03:31,0.44,630,0.81,507,1.428
squat,3,2,285,lbs,,,"9/17/2022, 11:22:01 AM",0:03:31,0.41,640,0.63,552,1.543
squat,3,3,285,lbs,,,"9/17/2022, 11:22:01 AM",0:03:31,0.43,623,0.83,491,1.438
squat,3,4,285,lbs,,,"9/17/2022, 11:22:01 AM",0:03:31,0.43,667,0.84,543,1.555
squat,3,5,285,lbs,,,"9/17/2022, 11:22:01 AM",0:03:31,0.41,656,0.91,522,1.619
squat,4,1,295,lbs,,,"9/17/2022, 11:22:01 AM",0:06:20,0.38,623,0.76,532,1.641
squat,4,2,295,lbs,,,"9/17/2022, 11:22:01 AM",0:06:20,0.43,654,0.85,547,1.527
squat,4,3,295,lbs,,,"9/17/2022, 11:22:01 AM",0:06:20,0.39,667,0.74,564,1.719
squat,4,4,295,lbs,,,"9/17/2022, 11:22:01 AM",0:06:20,0.42,661,0.93,526,1.589
squat,4,5,295,lbs,,,"9/17/2022, 11:22:01 AM",0:06:20,0.31,668,0.83,571,2.173
squat,5,1,310,lbs,,,"9/17/2022, 11:22:01 AM",0:07:16,0.45,628,0.92,511,1.383
squat,5,2,310,lbs,,,"9/17/2022, 11:22:01 AM",0:07:16,0.39,646,0.78,528,1.652
squat,5,3,310,lbs,,,"9/17/2022, 11:22:01 AM",0:07:16,0.43,625,0.81,477,1.455
squat,5,4,310,lbs,,,"9/17/2022, 11:22:01 AM",0:07:16,0.42,626,0.81,479,1.501
squat,5,5,310,lbs,,,"9/17/2022, 11:22:01 AM",0:07:16,0.39,621,0.77,484,1.6
main bench,1,1,175,lbs,,,"9/22/2022, 6:57:38 AM",0:00:00,0.52,362,0.76,275,0.691
main bench,1,2,175,lbs,,,"9/22/2022, 6:57:38 AM",0:00:00,0.58,385,0.83,285,0.661
main bench,1,3,175,lbs,,,"9/22/2022, 6:57:38 AM",0:00:00,0.54,384,0.76,310,0.707
main bench,2,1,190,lbs,,,"9/22/2022, 6:57:38 AM",0:03:37,0.51,383,0.77,305,0.751
main bench,2,2,190,lbs,,,"9/22/2022, 6:57:38 AM",0:03:37,0.46,363,0.68,295,0.787
main bench,3,1,220,lbs,,,"9/22/2022, 6:57:38 AM",0:04:58,0.4,355,0.62,281,0.885
main bench,3,2,220,lbs,,,"9/22/2022, 6:57:38 AM",0:04:58,0.37,348,0.53,291,0.931
main bench,3,3,220,lbs,,,"9/22/2022, 6:57:38 AM",0:04:58,0.38,359,0.49,296,0.936
main bench,3,4,220,lbs,,,"9/22/2022, 6:57:38 AM",0:04:58,0.34,346,0.45,293,1.021
main bench,3,5,220,lbs,,,"9/22/2022, 6:57:38 AM",0:04:58,0.29,328,0.37,281,1.114
main bench,4,1,235,lbs,,,"9/22/2022, 6:57:38 AM",0:06:59,0.36,354,0.51,293,0.978
main bench,4,2,235,lbs,,,"9/22/2022, 6:57:38 AM",0:06:59,0.33,346,0.41,299,1.066
main bench,4,3,235,lbs,,,"9/22/2022, 6:57:38 AM",0:06:59,0.25,314,0.32,256,1.258
main bench,4,4,235,lbs,,,"9/22/2022, 6:57:38 AM",0:06:59,0.2,335,0.34,63,1.703
main bench,4,5,235,lbs,,,"9/22/2022, 6:57:38 AM",0:06:59,0.22,356,0.34,56,1.597
main bench,5,1,245,lbs,,,"9/22/2022, 6:57:38 AM",0:08:54,0.31,355,0.37,182,1.143
main bench,5,2,245,lbs,,,"9/22/2022, 6:57:38 AM",0:08:54,0.28,366,0.36,64,1.297
main bench,5,3,245,lbs,,,"9/22/2022, 6:57:38 AM",0:08:54,0.26,333,0.35,295,1.306
main bench,5,4,245,lbs,,,"9/22/2022, 6:57:38 AM",0:08:54,0.25,339,0.34,67,1.345
main bench,5,5,245,lbs,,,"9/22/2022, 6:57:38 AM",0:08:54,0.2,330,0.31,39,1.696
sumo deadlift,1,1,215,lbs,,,"9/23/2022, 7:03:24 AM",0:00:00,0.46,516,0.88,414,1.127
sumo deadlift,1,2,215,lbs,,,"9/23/2022, 7:03:24 AM",0:00:00,0.54,502,0.94,340,0.923
sumo deadlift,1,3,215,lbs,,,"9/23/2022, 7:03:24 AM",0:00:00,0.44,513,1,389,1.155
sumo deadlift,2,1,245,lbs,,,"9/23/2022, 7:03:24 AM",0:04:59,0.35,529,0.81,403,1.516
sumo deadlift,2,2,245,lbs,,,"9/23/2022, 7:03:24 AM",0:04:59,0.51,524,0.97,354,1.032
sumo deadlift,3,1,275,lbs,,,"9/23/2022, 7:03:24 AM",0:06:51,0.34,503,0.65,416,1.482
sumo deadlift,3,2,275,lbs,,,"9/23/2022, 7:03:24 AM",0:06:51,0.35,514,0.69,394,1.452
sumo deadlift,3,3,275,lbs,,,"9/23/2022, 7:03:24 AM",0:06:51,0.3,519,0.73,351,1.733
sumo deadlift,3,4,275,lbs,,,"9/23/2022, 7:03:24 AM",0:06:51,0.28,493,0.68,338,1.74
sumo deadlift,3,5,275,lbs,,,"9/23/2022, 7:03:24 AM",0:06:51,0.31,508,0.66,399,1.659
sumo deadlift,4,1,290,lbs,,,"9/23/2022, 7:03:24 AM",0:07:00,0.3,526,0.65,424,1.774
sumo deadlift,4,2,290,lbs,,,"9/23/2022, 7:03:24 AM",0:07:00,0.4,500,0.75,337,1.244
sumo deadlift,4,3,290,lbs,,,"9/23/2022, 7:03:24 AM",0:07:00,0.29,498,0.65,342,1.703
sumo deadlift,4,4,290,lbs,,,"9/23/2022, 7:03:24 AM",0:07:00,0.27,473,0.57,328,1.751
sumo deadlift,4,5,290,lbs,,,"9/23/2022, 7:03:24 AM",0:07:00,0.26,498,0.53,382,1.955
sumo deadlift,5,1,305,lbs,,,"9/23/2022, 7:03:24 AM",0:06:54,0.28,469,0.51,291,1.695
sumo deadlift,5,2,305,lbs,,,"9/23/2022, 7:03:24 AM",0:06:54,0.25,495,0.58,303,1.971
sumo deadlift,5,3,305,lbs,,,"9/23/2022, 7:03:24 AM",0:06:54,0.23,455,0.51,291,1.947
sumo deadlift,5,4,305,lbs,,,"9/23/2022, 7:03:24 AM",0:06:54,0.21,472,0.48,261,2.244
sumo deadlift,5,5,305,lbs,,,"9/23/2022, 7:03:24 AM",0:06:54,0.22,457,0.58,279,2.045
main bench,1,1,170,lbs,,,"9/26/2022, 7:00:15 AM",0:00:00,0.48,348,0.68,237,0.727
main bench,1,2,170,lbs,,,"9/26/2022, 7:00:15 AM",0:00:00,0.51,362,0.7,282,0.712
main bench,1,3,170,lbs,,,"9/26/2022, 7:00:15 AM",0:00:00,0.51,395,0.7,315,0.781
main bench,2,1,195,lbs,,,"9/26/2022, 7:00:15 AM",0:05:28,0.44,366,0.57,300,0.835
main bench,2,2,195,lbs,,,"9/26/2022, 7:00:15 AM",0:05:28,0.42,368,0.55,294,0.879
main bench,3,1,220,lbs,,,"9/26/2022, 7:00:15 AM",0:03:54,0.34,356,0.45,276,1.05
main bench,3,2,220,lbs,,,"9/26/2022, 7:00:15 AM",0:03:54,0.31,359,0.4,315,1.147
main bench,3,3,220,lbs,,,"9/26/2022, 7:00:15 AM",0:03:54,0.3,356,0.39,294,1.177
main bench,3,4,220,lbs,,,"9/26/2022, 7:00:15 AM",0:03:54,0.33,372,0.46,317,1.138
main bench,3,5,220,lbs,,,"9/26/2022, 7:00:15 AM",0:03:54,0.22,350,0.36,85,1.598
main bench,3,6,220,lbs,,,"9/26/2022, 7:00:15 AM",0:03:54,0.19,318,0.34,64,1.698
main bench,4,1,235,lbs,,,"9/26/2022, 7:00:15 AM",0:07:32,0.29,331,0.4,288,1.143
main bench,4,2,235,lbs,,,"9/26/2022, 7:00:15 AM",0:07:32,0.29,335,0.38,288,1.163
main bench,4,3,235,lbs,,,"9/26/2022, 7:00:15 AM",0:07:32,0.24,340,0.38,294,1.405
main bench,4,4,235,lbs,,,"9/26/2022, 7:00:15 AM",0:07:32,0.25,325,0.31,64,1.283
main bench,4,5,235,lbs,,,"9/26/2022, 7:00:15 AM",0:07:32,0.19,336,0.26,38,1.779
main bench,5,1,245,lbs,,,"9/26/2022, 7:00:15 AM",0:10:55,0.3,347,0.46,290,1.14
main bench,5,2,245,lbs,,,"9/26/2022, 7:00:15 AM",0:10:55,0.25,333,0.34,284,1.345
main bench,5,3,245,lbs,,,"9/26/2022, 7:00:15 AM",0:10:55,0.23,340,0.32,44,1.471
main bench,5,4,245,lbs,,,"9/26/2022, 7:00:15 AM",0:10:55,0.19,326,0.27,40,1.739
main bench,5,5,245,lbs,,,"9/26/2022, 7:00:15 AM",0:10:55,0.15,355,0.28,39,2.309
main bench,1,1,195,lbs,,,"10/3/2022, 7:07:21 AM",0:00:00,0.49,421,0.7,350,0.859
main bench,1,2,195,lbs,,,"10/3/2022, 7:07:21 AM",0:00:00,0.45,404,0.62,344,0.904
main bench,2,1,220,lbs,,,"10/3/2022, 7:07:21 AM",0:05:29,0.35,374,0.44,171,1.059
main bench,2,2,220,lbs,,,"10/3/2022, 7:07:21 AM",0:05:29,0.29,364,0.37,331,1.265
main bench,2,3,220,lbs,,,"10/3/2022, 7:07:21 AM",0:05:29,0.33,388,0.4,82,1.182
main bench,2,4,220,lbs,,,"10/3/2022, 7:07:21 AM",0:05:29,0.29,365,0.41,66,1.266
main bench,2,5,220,lbs,,,"10/3/2022, 7:07:21 AM",0:05:29,0.24,366,0.34,42,1.511
main bench,3,1,235,lbs,,,"10/3/2022, 7:07:21 AM",0:06:47,0.23,369,0.37,78,1.626
main bench,3,2,235,lbs,,,"10/3/2022, 7:07:21 AM",0:06:47,0.26,358,0.36,63,1.353
main bench,3,3,235,lbs,,,"10/3/2022, 7:07:21 AM",0:06:47,0.29,357,0.37,66,1.232
main bench,3,4,235,lbs,,,"10/3/2022, 7:07:21 AM",0:06:47,0.24,343,0.35,294,1.448
main bench,3,5,235,lbs,,,"10/3/2022, 7:07:21 AM",0:06:47,0.2,340,0.32,55,1.681
main bench,4,1,245,lbs,,,"10/3/2022, 7:07:21 AM",0:07:13,0.3,369,0.38,295,1.23
main bench,4,2,245,lbs,,,"10/3/2022, 7:07:21 AM",0:07:13,0.23,336,0.27,54,1.462
main bench,4,3,245,lbs,,,"10/3/2022, 7:07:21 AM",0:07:13,0.22,335,0.33,59,1.541
main bench,4,4,245,lbs,,,"10/3/2022, 7:07:21 AM",0:07:13,0.14,330,0.28,47,2.286
main bench,1,1,170,lbs,,,"10/5/2022, 6:56:08 AM",0:00:00,0.56,384,0.9,283,0.683
main bench,1,2,170,lbs,,,"10/5/2022, 6:56:08 AM",0:00:00,0.57,389,0.84,301,0.681
main bench,1,3,170,lbs,,,"10/5/2022, 6:56:08 AM",0:00:00,0.56,392,0.84,303,0.707
main bench,2,1,195,lbs,,,"10/5/2022, 6:56:08 AM",0:03:01,0.52,382,0.79,297,0.74
main bench,2,2,195,lbs,,,"10/5/2022, 6:56:08 AM",0:03:01,0.52,388,0.75,315,0.744
main bench,3,1,220,lbs,,,"10/5/2022, 6:56:08 AM",0:04:26,0.33,329,0.48,279,1.002
main bench,3,2,220,lbs,,,"10/5/2022, 6:56:08 AM",0:04:26,0.36,344,0.49,299,0.964
main bench,3,3,220,lbs,,,"10/5/2022, 6:56:08 AM",0:04:26,0.29,326,0.4,79,1.127
main bench,3,4,220,lbs,,,"10/5/2022, 6:56:08 AM",0:04:26,0.25,339,0.32,45,1.355
main bench,3,5,220,lbs,,,"10/5/2022, 6:56:08 AM",0:04:26,0.28,335,0.37,71,1.208
main bench,4,1,235,lbs,,,"10/5/2022, 6:56:08 AM",0:06:05,0.33,359,0.5,304,1.073
main bench,4,2,235,lbs,,,"10/5/2022, 6:56:08 AM",0:06:05,0.29,325,0.38,284,1.12
main bench,4,3,235,lbs,,,"10/5/2022, 6:56:08 AM",0:06:05,0.26,320,0.35,286,1.236
main bench,4,4,235,lbs,,,"10/5/2022, 6:56:08 AM",0:06:05,0.19,337,0.32,276,1.755
main bench,4,5,235,lbs,,,"10/5/2022, 6:56:08 AM",0:06:05,0.17,339,0.29,49,2.011
main bench,5,1,245,lbs,,,"10/5/2022, 6:56:08 AM",0:05:24,0.24,326,0.32,123,1.329
main bench,5,2,245,lbs,,,"10/5/2022, 6:56:08 AM",0:05:24,0.23,323,0.31,289,1.414
main bench,5,3,245,lbs,,,"10/5/2022, 6:56:08 AM",0:05:24,0.2,332,0.28,39,1.663
main bench,5,4,245,lbs,,,"10/5/2022, 6:56:08 AM",0:05:24,0.1,353,0.28,43,3.39
squat,1,1,215,lbs,,,"10/6/2022, 6:59:38 AM",0:00:00,0.66,709,1.15,552,1.075
squat,1,2,215,lbs,,,"10/6/2022, 6:59:38 AM",0:00:00,0.65,744,1.1,625,1.153
squat,1,3,215,lbs,,,"10/6/2022, 6:59:38 AM",0:00:00,0.59,730,0.97,580,1.235
squat,2,1,250,lbs,,,"10/6/2022, 6:59:38 AM",0:04:56,0.54,714,1.05,576,1.324
squat,2,2,250,lbs,,,"10/6/2022, 6:59:38 AM",0:04:56,0.54,733,0.94,583,1.363
squat,3,1,280,lbs,,,"10/6/2022, 6:59:38 AM",0:06:11,0.38,607,0.69,509,1.607
squat,3,2,280,lbs,,,"10/6/2022, 6:59:38 AM",0:06:11,0.45,657,0.82,527,1.456
squat,3,3,280,lbs,,,"10/6/2022, 6:59:38 AM",0:06:11,0.42,665,0.86,540,1.592
squat,3,4,280,lbs,,,"10/6/2022, 6:59:38 AM",0:06:11,0.42,660,0.79,541,1.557
squat,3,5,280,lbs,,,"10/6/2022, 6:59:38 AM",0:06:11,0.35,646,0.75,519,1.833
squat,4,1,295,lbs,,,"10/6/2022, 6:59:38 AM",0:06:05,0.49,646,0.93,517,1.325
squat,4,2,295,lbs,,,"10/6/2022, 6:59:38 AM",0:06:05,0.43,652,0.89,528,1.506
squat,4,3,295,lbs,,,"10/6/2022, 6:59:38 AM",0:06:05,0.39,683,0.84,589,1.738
squat,4,4,295,lbs,,,"10/6/2022, 6:59:38 AM",0:06:05,0.4,652,0.8,546,1.623
squat,4,5,295,lbs,,,"10/6/2022, 6:59:38 AM",0:06:05,0.34,656,0.84,539,1.939
squat,5,1,310,lbs,,,"10/6/2022, 6:59:38 AM",0:07:10,0.43,646,0.95,519,1.502
squat,5,2,310,lbs,,,"10/6/2022, 6:59:38 AM",0:07:10,0.38,654,0.89,529,1.722
squat,5,3,310,lbs,,,"10/6/2022, 6:59:38 AM",0:07:10,0.4,657,0.84,538,1.647
squat,5,4,310,lbs,,,"10/6/2022, 6:59:38 AM",0:07:10,0.35,639,0.68,532,1.807
squat,5,5,310,lbs,,,"10/6/2022, 6:59:38 AM",0:07:10,0.32,657,0.63,544,2.036
main bench,1,1,170,lbs,,,"10/10/2022, 6:45:10 AM",0:00:00,0.56,414,0.89,315,0.735
main bench,1,2,170,lbs,,,"10/10/2022, 6:45:10 AM",0:00:00,0.56,423,0.82,349,0.753
main bench,1,3,170,lbs,,,"10/10/2022, 6:45:10 AM",0:00:00,0.56,399,0.83,306,0.718
main bench,2,1,190,lbs,,,"10/10/2022, 6:45:10 AM",0:01:59,0.48,369,0.73,281,0.77
main bench,2,2,190,lbs,,,"10/10/2022, 6:45:10 AM",0:01:59,0.45,385,0.71,319,0.865
main bench,3,1,220,lbs,,,"10/10/2022, 6:45:10 AM",0:05:22,0.29,326,0.44,266,1.115
main bench,3,2,220,lbs,,,"10/10/2022, 6:45:10 AM",0:05:22,0.27,323,0.33,70,1.201
main bench,3,3,220,lbs,,,"10/10/2022, 6:45:10 AM",0:05:22,0.28,331,0.34,254,1.181
main bench,3,4,220,lbs,,,"10/10/2022, 6:45:10 AM",0:05:22,0.3,326,0.44,276,1.072
main bench,3,5,220,lbs,,,"10/10/2022, 6:45:10 AM",0:05:22,0.2,326,0.31,287,1.603
main bench,4,1,235,lbs,,,"10/10/2022, 6:45:10 AM",0:06:16,0.28,328,0.4,275,1.151
main bench,4,2,235,lbs,,,"10/10/2022, 6:45:10 AM",0:06:16,0.26,314,0.33,256,1.202
main bench,4,3,235,lbs,,,"10/10/2022, 6:45:10 AM",0:06:16,0.25,330,0.4,279,1.33
main bench,4,4,235,lbs,,,"10/10/2022, 6:45:10 AM",0:06:16,0.23,326,0.32,276,1.421
main bench,4,5,235,lbs,,,"10/10/2022, 6:45:10 AM",0:06:16,0.2,317,0.31,276,1.601
main bench,5,1,245,lbs,,,"10/10/2022, 6:45:10 AM",0:08:02,0.26,336,0.36,295,1.296
main bench,5,2,245,lbs,,,"10/10/2022, 6:45:10 AM",0:08:02,0.2,333,0.3,247,1.675
main bench,5,3,245,lbs,,,"10/10/2022, 6:45:10 AM",0:08:02,0.17,310,0.25,60,1.81
main bench,5,4,245,lbs,,,"10/10/2022, 6:45:10 AM",0:08:02,0.14,361,0.21,31,2.54
main bench,5,5,245,lbs,,,"10/10/2022, 6:45:10 AM",0:08:02,0.08,325,0.23,33,3.854
banded bench,1,1,170,lbs,,,"10/12/2022, 7:03:20 AM",0:00:00,0.57,388,0.79,313,0.682
banded bench,1,2,170,lbs,,,"10/12/2022, 7:03:20 AM",0:00:00,0.61,420,0.84,333,0.685
banded bench,1,3,170,lbs,,,"10/12/2022, 7:03:20 AM",0:00:00,0.58,401,0.74,335,0.695
banded bench,2,1,190,lbs,,,"10/12/2022, 7:03:20 AM",0:03:05,0.53,394,0.72,231,0.742
banded bench,2,2,190,lbs,,,"10/12/2022, 7:03:20 AM",0:03:05,0.48,370,0.7,123,0.775
banded bench,3,1,220,lbs,,,"10/12/2022, 7:03:20 AM",0:05:53,0.38,366,0.52,106,0.97
banded bench,3,2,220,lbs,,,"10/12/2022, 7:03:20 AM",0:05:53,0.37,361,0.49,85,0.97
banded bench,3,3,220,lbs,,,"10/12/2022, 7:03:20 AM",0:05:53,0.34,353,0.44,63,1.053
banded bench,3,4,220,lbs,,,"10/12/2022, 7:03:20 AM",0:05:53,0.3,351,0.46,69,1.179
banded bench,3,5,220,lbs,,,"10/12/2022, 7:03:20 AM",0:05:53,0.28,352,0.47,67,1.281
banded bench,4,1,235,lbs,,,"10/12/2022, 7:03:20 AM",0:04:47,0.29,366,0.43,64,1.268
banded bench,4,2,235,lbs,,,"10/12/2022, 7:03:20 AM",0:04:47,0.29,338,0.46,62,1.144
banded bench,4,3,235,lbs,,,"10/12/2022, 7:03:20 AM",0:04:47,0.24,347,0.42,58,1.456
banded bench,4,4,235,lbs,,,"10/12/2022, 7:03:20 AM",0:04:47,0.22,338,0.43,65,1.523
banded bench,4,5,235,lbs,,,"10/12/2022, 7:03:20 AM",0:04:47,0.16,352,0.38,56,2.182
banded bench,5,1,240,lbs,,,"10/12/2022, 7:03:20 AM",0:05:47,0.27,348,0.41,63,1.3
banded bench,5,2,240,lbs,,,"10/12/2022, 7:03:20 AM",0:05:47,0.18,335,0.36,51,1.856
banded bench,5,3,240,lbs,,,"10/12/2022, 7:03:20 AM",0:05:47,0.18,342,0.4,54,1.91
