Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
main bench,2,1,205,lbs,,,"1/30/2023, 7:01:35 AM",0:05:33,0.48,371,0.71,290,0.775
main bench,2,2,205,lbs,,,"1/30/2023, 7:01:35 AM",0:05:33,0.48,378,0.68,290,0.787
main bench,3,1,230,lbs,,,"1/30/2023, 7:01:35 AM",0:06:48,0.4,374,0.54,297,0.932
main bench,3,2,230,lbs,,,"1/30/2023, 7:01:35 AM",0:06:48,0.34,381,0.51,314,1.103
main bench,3,3,230,lbs,,,"1/30/2023, 7:01:35 AM",0:06:48,0.34,404,0.44,358,1.188
main bench,3,4,230,lbs,,,"1/30/2023, 7:01:35 AM",0:06:48,0.29,390,0.42,304,1.327
main bench,3,5,230,lbs,,,"1/30/2023, 7:01:35 AM",0:06:48,0.31,381,0.41,335,1.237
main bench,4,1,240,lbs,,,"1/30/2023, 7:01:35 AM",0:08:27,0.27,345,0.45,248,1.303
main bench,4,2,240,lbs,,,"1/30/2023, 7:01:35 AM",0:08:27,0.3,333,0.37,73,1.108
main bench,4,3,240,lbs,,,"1/30/2023, 7:01:35 AM",0:08:27,0.28,349,0.34,80,1.234
main bench,4,4,240,lbs,,,"1/30/2023, 7:01:35 AM",0:08:27,0.2,374,0.32,46,1.864
main bench,4,5,240,lbs,,,"1/30/2023, 7:01:35 AM",0:08:27,0.23,344,0.29,51,1.52
main bench,5,1,255,lbs,,,"1/30/2023, 7:01:35 AM",0:08:22,0.26,325,0.36,258,1.233
main bench,5,2,255,lbs,,,"1/30/2023, 7:01:35 AM",0:08:22,0.25,352,0.29,73,1.42
main bench,5,3,255,lbs,,,"1/30/2023, 7:01:35 AM",0:08:22,0.2,357,0.29,287,1.811
main bench,5,4,255,lbs,,,"1/30/2023, 7:01:35 AM",0:08:22,0.15,353,0.27,35,2.415
main bench,5,5,255,lbs,,,"1/30/2023, 7:01:35 AM",0:08:22,0.13,190,0.27,46,1.506
main bench,5,6,255,lbs,,,"1/30/2023, 7:01:35 AM",0:08:22,0.2,213,0.3,179,1.054
trap bar deadlift,1,1,225,lbs,,,"1/31/2023, 7:08:28 AM",0:00:00,0.45,508,0.96,343,1.121
trap bar deadlift,1,2,225,lbs,,,"1/31/2023, 7:08:28 AM",0:00:00,0.49,494,0.89,339,1.009
trap bar deadlift,1,3,225,lbs,,,"1/31/2023, 7:08:28 AM",0:00:00,0.57,488,1.04,326,0.86
trap bar deadlift,2,1,null,lbs,,,"1/31/2023, 7:08:28 AM",0:05:18,0.45,480,0.72,298,1.071
trap bar deadlift,2,2,null,lbs,,,"1/31/2023, 7:08:28 AM",0:05:18,0.44,493,0.8,369,1.113
trap bar deadlift,3,1,275,lbs,,,"1/31/2023, 7:08:28 AM",0:05:01,0.42,443,0.62,292,1.046
trap bar deadlift,3,2,275,lbs,,,"1/31/2023, 7:08:28 AM",0:05:01,0.39,448,0.66,351,1.156
trap bar deadlift,3,3,275,lbs,,,"1/31/2023, 7:08:28 AM",0:05:01,0.46,446,0.81,307,0.962
trap bar deadlift,3,4,275,lbs,,,"1/31/2023, 7:08:28 AM",0:05:01,0.4,448,0.77,312,1.107
trap bar deadlift,3,5,275,lbs,,,"1/31/2023, 7:08:28 AM",0:05:01,0.49,448,0.82,339,0.908
trap bar deadlift,4,1,null,lbs,,,"1/31/2023, 7:08:28 AM",0:05:44,0.51,455,0.8,352,0.89
trap bar deadlift,4,2,null,lbs,,,"1/31/2023, 7:08:28 AM",0:05:44,0.37,473,0.75,359,1.27
trap bar deadlift,4,3,null,lbs,,,"1/31/2023, 7:08:28 AM",0:05:44,0.4,463,0.76,358,1.154
trap bar deadlift,4,4,null,lbs,,,"1/31/2023, 7:08:28 AM",0:05:44,0.4,454,0.75,310,1.124
trap bar deadlift,4,5,null,lbs,,,"1/31/2023, 7:08:28 AM",0:05:44,0.37,445,0.67,315,1.202
trap bar deadlift,5,1,315,lbs,,,"1/31/2023, 7:08:28 AM",0:06:25,0.42,476,0.72,351,1.142
trap bar deadlift,5,2,315,lbs,,,"1/31/2023, 7:08:28 AM",0:06:25,0.43,464,0.72,311,1.069
trap bar deadlift,5,3,315,lbs,,,"1/31/2023, 7:08:28 AM",0:06:25,0.42,461,0.72,305,1.087
trap bar deadlift,5,4,315,lbs,,,"1/31/2023, 7:08:28 AM",0:06:25,0.41,463,0.7,313,1.123
trap bar deadlift,5,5,315,lbs,,,"1/31/2023, 7:08:28 AM",0:06:25,0.34,468,0.63,340,1.36
main bench,1,1,185,lbs,,,"2/2/2023, 6:52:15 AM",0:00:00,0.57,394,0.9,304,0.695
main bench,1,2,185,lbs,,,"2/2/2023, 6:52:15 AM",0:00:00,0.59,411,0.87,320,0.697
main bench,1,3,185,lbs,,,"2/2/2023, 6:52:15 AM",0:00:00,0.55,419,0.77,335,0.76
main bench,2,1,205,lbs,,,"2/2/2023, 6:52:15 AM",0:05:09,0.52,418,0.74,328,0.808
main bench,2,2,205,lbs,,,"2/2/2023, 6:52:15 AM",0:05:09,0.51,396,0.67,319,0.779
main bench,3,1,232.5,lbs,,,"2/2/2023, 6:52:15 AM",0:06:27,0.35,343,0.51,279,0.965
main bench,3,2,232.5,lbs,,,"2/2/2023, 6:52:15 AM",0:06:27,0.35,376,0.48,312,1.064
main bench,3,3,232.5,lbs,,,"2/2/2023, 6:52:15 AM",0:06:27,0.3,417,0.44,340,1.41
main bench,3,4,232.5,lbs,,,"2/2/2023, 6:52:15 AM",0:06:27,0.28,365,0.38,69,1.313
main bench,3,5,232.5,lbs,,,"2/2/2023, 6:52:15 AM",0:06:27,0.29,400,0.38,64,1.378
main bench,4,1,240,lbs,,,"2/2/2023, 6:52:15 AM",0:08:27,0.34,355,0.49,296,1.032
main bench,4,2,240,lbs,,,"2/2/2023, 6:52:15 AM",0:08:27,0.35,379,0.44,320,1.093
main bench,4,3,240,lbs,,,"2/2/2023, 6:52:15 AM",0:08:27,0.32,396,0.4,62,1.234
main bench,4,4,240,lbs,,,"2/2/2023, 6:52:15 AM",0:08:27,0.28,356,0.36,55,1.248
main bench,4,5,240,lbs,,,"2/2/2023, 6:52:15 AM",0:08:27,0.21,374,0.32,53,1.765
main bench,5,1,255,lbs,,,"2/2/2023, 6:52:15 AM",0:12:15,0.24,392,0.31,67,1.661
main bench,5,2,255,lbs,,,"2/2/2023, 6:52:15 AM",0:12:15,0.27,374,0.35,314,1.393
main bench,5,3,255,lbs,,,"2/2/2023, 6:52:15 AM",0:12:15,0.24,373,0.34,64,1.578
main bench,5,4,255,lbs,,,"2/2/2023, 6:52:15 AM",0:12:15,0.19,381,0.31,330,2.014
main deadlift,1,1,245,lbs,,,"2/7/2023, 7:11:57 AM",0:00:00,0.43,584,0.88,453,1.357
main deadlift,1,2,245,lbs,,,"2/7/2023, 7:11:57 AM",0:00:00,0.44,547,0.76,397,1.253
main deadlift,2,1,275,lbs,,,"2/7/2023, 7:11:57 AM",0:04:39,0.28,531,0.52,412,1.914
main bench,1,1,185,lbs,,,"2/8/2023, 7:06:41 AM",0:00:00,0.54,414,0.89,310,0.773
main bench,1,2,185,lbs,,,"2/8/2023, 7:06:41 AM",0:00:00,0.56,412,0.78,324,0.741
main bench,1,3,185,lbs,,,"2/8/2023, 7:06:41 AM",0:00:00,0.53,433,0.73,354,0.821
main bench,2,1,205,lbs,,,"2/8/2023, 7:06:41 AM",0:06:22,0.52,408,0.81,333,0.782
main bench,2,2,205,lbs,,,"2/8/2023, 7:06:41 AM",0:06:22,0.52,425,0.73,332,0.825
main bench,3,1,230,lbs,,,"2/8/2023, 7:06:41 AM",0:08:03,0.37,374,0.49,301,1.017
main bench,3,2,230,lbs,,,"2/8/2023, 7:06:41 AM",0:08:03,0.35,373,0.41,113,1.065
main bench,3,3,230,lbs,,,"2/8/2023, 7:06:41 AM",0:08:03,0.28,384,0.41,74,1.353
main bench,3,4,230,lbs,,,"2/8/2023, 7:06:41 AM",0:08:03,0.29,389,0.48,330,1.316
main bench,3,5,230,lbs,,,"2/8/2023, 7:06:41 AM",0:08:03,0.19,413,0.37,69,2.131
main bench,4,1,240,lbs,,,"2/8/2023, 7:06:41 AM",0:07:04,0.31,346,0.38,113,1.116
main bench,4,2,240,lbs,,,"2/8/2023, 7:06:41 AM",0:07:04,0.3,377,0.39,335,1.269
main bench,4,3,240,lbs,,,"2/8/2023, 7:06:41 AM",0:07:04,0.31,399,0.39,358,1.304
main bench,4,4,240,lbs,,,"2/8/2023, 7:06:41 AM",0:07:04,0.2,402,0.31,77,2.047
main bench,4,5,240,lbs,,,"2/8/2023, 7:06:41 AM",0:07:04,0.16,365,0.3,77,2.265
main bench,5,1,250,lbs,,,"2/8/2023, 7:06:41 AM",0:05:14,0.27,340,0.44,275,1.259
main bench,5,2,250,lbs,,,"2/8/2023, 7:06:41 AM",0:05:14,0.23,375,0.37,323,1.614
main bench,5,3,250,lbs,,,"2/8/2023, 7:06:41 AM",0:05:14,0.23,350,0.31,55,1.531
main bench,5,4,250,lbs,,,"2/8/2023, 7:06:41 AM",0:05:14,0.18,355,0.31,55,1.961
main bench,5,5,250,lbs,,,"2/8/2023, 7:06:41 AM",0:05:14,0.13,335,0.24,49,2.537
squat,1,1,215,lbs,,,"2/9/2023, 6:54:10 AM",0:00:00,0.69,705,1.24,527,1.03
squat,1,2,215,lbs,,,"2/9/2023, 6:54:10 AM",0:00:00,0.68,730,1.23,570,1.079
squat,1,3,215,lbs,,,"2/9/2023, 6:54:10 AM",0:00:00,0.64,705,1.09,558,1.111
squat,2,1,250,lbs,,,"2/9/2023, 6:54:10 AM",0:05:11,0.63,681,1.16,542,1.088
squat,2,2,250,lbs,,,"2/9/2023, 6:54:10 AM",0:05:11,0.59,729,1.05,591,1.226
squat,3,1,280,lbs,,,"2/9/2023, 6:54:10 AM",0:05:54,0.51,638,0.99,509,1.256
squat,3,2,280,lbs,,,"2/9/2023, 6:54:10 AM",0:05:54,0.39,647,0.7,530,1.668
squat,3,3,280,lbs,,,"2/9/2023, 6:54:10 AM",0:05:54,0.45,649,0.86,522,1.428
squat,3,4,280,lbs,,,"2/9/2023, 6:54:10 AM",0:05:54,0.36,642,0.76,533,1.787
squat,3,5,280,lbs,,,"2/9/2023, 6:54:10 AM",0:05:54,0.36,641,0.82,528,1.775
squat,4,1,295,lbs,,,"2/9/2023, 6:54:10 AM",0:06:37,0.39,606,0.71,483,1.539
squat,4,2,295,lbs,,,"2/9/2023, 6:54:10 AM",0:06:37,0.39,623,0.7,503,1.604
squat,4,3,295,lbs,,,"2/9/2023, 6:54:10 AM",0:06:37,0.41,652,0.85,561,1.58
squat,4,4,295,lbs,,,"2/9/2023, 6:54:10 AM",0:06:37,0.36,640,0.78,527,1.798
squat,4,5,295,lbs,,,"2/9/2023, 6:54:10 AM",0:06:37,0.31,630,0.49,431,2.044
squat,5,1,305,lbs,,,"2/9/2023, 6:54:10 AM",0:08:28,0.46,666,1.02,549,1.448
squat,5,2,305,lbs,,,"2/9/2023, 6:54:10 AM",0:08:28,0.32,616,0.7,509,1.899
squat,5,3,305,lbs,,,"2/9/2023, 6:54:10 AM",0:08:28,0.36,605,0.72,488,1.693
squat,5,4,305,lbs,,,"2/9/2023, 6:54:10 AM",0:08:28,0.31,621,0.71,517,2.001
squat,5,5,305,lbs,,,"2/9/2023, 6:54:10 AM",0:08:28,0.31,581,0.68,478,1.876
main bench,1,1,185,lbs,,,"2/14/2023, 6:58:45 AM",0:00:00,0.6,442,0.89,348,0.731
main bench,1,2,185,lbs,,,"2/14/2023, 6:58:45 AM",0:00:00,0.57,441,0.81,362,0.776
main bench,1,3,185,lbs,,,"2/14/2023, 6:58:45 AM",0:00:00,0.57,430,0.77,359,0.756
main bench,2,1,205,lbs,,,"2/14/2023, 6:58:45 AM",0:02:54,0.47,402,0.69,325,0.846
main bench,2,2,205,lbs,,,"2/14/2023, 6:58:45 AM",0:02:54,0.48,409,0.7,335,0.849
main bench,3,1,230,lbs,,,"2/14/2023, 6:58:45 AM",0:05:57,0.31,365,0.4,108,1.185
main bench,3,2,230,lbs,,,"2/14/2023, 6:58:45 AM",0:05:57,0.34,376,0.42,226,1.095
main bench,3,3,230,lbs,,,"2/14/2023, 6:58:45 AM",0:05:57,0.31,398,0.38,337,1.297
main bench,3,4,230,lbs,,,"2/14/2023, 6:58:45 AM",0:05:57,0.28,388,0.39,332,1.391
main bench,3,5,230,lbs,,,"2/14/2023, 6:58:45 AM",0:05:57,0.22,374,0.33,326,1.703
main bench,4,1,240,lbs,,,"2/14/2023, 6:58:45 AM",0:08:06,0.34,392,0.46,333,1.167
main bench,4,2,240,lbs,,,"2/14/2023, 6:58:45 AM",0:08:06,0.31,393,0.39,336,1.284
main bench,4,3,240,lbs,,,"2/14/2023, 6:58:45 AM",0:08:06,0.26,375,0.32,72,1.426
main bench,4,4,240,lbs,,,"2/14/2023, 6:58:45 AM",0:08:06,0.2,370,0.31,41,1.833
main bench,4,5,240,lbs,,,"2/14/2023, 6:58:45 AM",0:08:06,0.14,355,0.25,54,2.518
main bench,5,1,245,lbs,,,"2/14/2023, 6:58:45 AM",0:06:36,0.27,378,0.35,77,1.388
main bench,5,2,245,lbs,,,"2/14/2023, 6:58:45 AM",0:06:36,0.23,414,0.36,320,1.842
main bench,5,3,245,lbs,,,"2/14/2023, 6:58:45 AM",0:06:36,0.2,393,0.28,348,1.92
main bench,1,1,180,lbs,,,"2/20/2023, 6:58:32 AM",0:00:00,0.58,437,0.87,330,0.757
main bench,1,2,180,lbs,,,"2/20/2023, 6:58:32 AM",0:00:00,0.57,446,0.83,360,0.779
main bench,1,3,180,lbs,,,"2/20/2023, 6:58:32 AM",0:00:00,0.56,419,0.82,332,0.753
main bench,2,1,205,lbs,,,"2/20/2023, 6:58:32 AM",0:04:27,0.48,424,0.69,347,0.881
main bench,2,2,205,lbs,,,"2/20/2023, 6:58:32 AM",0:04:27,0.45,399,0.62,338,0.885
main bench,3,1,230,lbs,,,"2/20/2023, 6:58:32 AM",0:06:04,0.32,398,0.46,303,1.249
main bench,3,2,230,lbs,,,"2/20/2023, 6:58:32 AM",0:06:04,0.28,404,0.43,321,1.428
main bench,3,3,230,lbs,,,"2/20/2023, 6:58:32 AM",0:06:04,0.27,363,0.4,309,1.337
main bench,3,4,230,lbs,,,"2/20/2023, 6:58:32 AM",0:06:04,0.23,374,0.33,42,1.619
main bench,3,5,230,lbs,,,"2/20/2023, 6:58:32 AM",0:06:04,0.27,384,0.35,348,1.434
main bench,3,6,230,lbs,,,"2/20/2023, 6:58:32 AM",0:06:04,0.2,376,0.27,315,1.896
main bench,4,1,240,lbs,9,,"2/20/2023, 6:58:32 AM",0:03:37,0.28,395,0.36,72,1.392
main bench,4,2,240,lbs,9,,"2/20/2023, 6:58:32 AM",0:03:37,0.28,403,0.42,335,1.449
main bench,4,3,240,lbs,9,,"2/20/2023, 6:58:32 AM",0:03:37,0.2,386,0.33,33,1.894
main bench,4,4,240,lbs,9,,"2/20/2023, 6:58:32 AM",0:03:37,0.19,300,0.25,11,1.563
main bench,4,5,240,lbs,9,,"2/20/2023, 6:58:32 AM",0:03:37,0.16,369,0.28,47,2.241
main bench,5,1,255,lbs,,,"2/20/2023, 6:58:32 AM",0:11:55,0.22,396,0.31,300,1.777
main bench,5,2,255,lbs,,,"2/20/2023, 6:58:32 AM",0:11:55,0.21,369,0.28,306,1.74
main bench,5,3,255,lbs,,,"2/20/2023, 6:58:32 AM",0:11:55,0.16,356,0.24,29,2.285
main bench,5,4,255,lbs,,,"2/20/2023, 6:58:32 AM",0:11:55,0.13,365,0.26,46,2.723
sumo deadlift,1,1,215,lbs,,exclude,"2/21/2023, 6:52:01 AM",0:00:00,0.42,500,0.76,370,1.192
sumo deadlift,1,2,215,lbs,,exclude,"2/21/2023, 6:52:01 AM",0:00:00,0.44,508,0.92,402,1.148
sumo deadlift,1,3,215,lbs,,exclude,"2/21/2023, 6:52:01 AM",0:00:00,0.44,487,0.81,357,1.113
sumo deadlift,2,1,245,lbs,,,"2/21/2023, 6:52:01 AM",0:03:06,0.34,503,0.73,409,1.461
sumo deadlift,2,2,245,lbs,,,"2/21/2023, 6:52:01 AM",0:03:06,0.44,517,0.93,398,1.169
sumo deadlift,3,1,275,lbs,,exclude,"2/21/2023, 6:52:01 AM",0:05:34,0.36,510,0.74,360,1.432
sumo deadlift,3,2,275,lbs,,exclude,"2/21/2023, 6:52:01 AM",0:05:34,0.36,504,0.72,346,1.387
sumo deadlift,3,3,275,lbs,,exclude,"2/21/2023, 6:52:01 AM",0:05:34,0.35,504,0.7,355,1.429
sumo deadlift,3,4,275,lbs,,exclude,"2/21/2023, 6:52:01 AM",0:05:34,0.34,493,0.62,303,1.461
sumo deadlift,3,5,275,lbs,,exclude,"2/21/2023, 6:52:01 AM",0:05:34,0.27,497,0.54,343,1.85
sumo deadlift,4,1,290,lbs,,,"2/21/2023, 6:52:01 AM",0:05:49,0.29,510,0.62,365,1.758
sumo deadlift,4,2,290,lbs,,,"2/21/2023, 6:52:01 AM",0:05:49,0.33,503,0.68,349,1.529
sumo deadlift,4,3,290,lbs,,,"2/21/2023, 6:52:01 AM",0:05:49,0.3,503,0.64,372,1.672
sumo deadlift,4,4,290,lbs,,,"2/21/2023, 6:52:01 AM",0:05:49,0.35,483,0.64,344,1.397
sumo deadlift,4,5,290,lbs,,,"2/21/2023, 6:52:01 AM",0:05:49,0.36,488,0.76,359,1.365
sumo deadlift,5,1,315,lbs,,,"2/21/2023, 6:52:01 AM",0:06:03,0.33,506,0.67,395,1.554
sumo deadlift,5,2,315,lbs,,,"2/21/2023, 6:52:01 AM",0:06:03,0.28,503,0.6,350,1.819
sumo deadlift,5,3,315,lbs,,,"2/21/2023, 6:52:01 AM",0:06:03,0.27,481,0.64,365,1.764
sumo deadlift,5,4,315,lbs,,,"2/21/2023, 6:52:01 AM",0:06:03,0.29,499,0.63,302,1.712
sumo deadlift,5,5,315,lbs,,,"2/21/2023, 6:52:01 AM",0:06:03,0.29,493,0.65,306,1.676
main bench,1,1,185,lbs,,,"2/22/2023, 7:07:26 AM",0:00:00,0.57,410,0.87,322,0.715
main bench,1,2,185,lbs,,,"2/22/2023, 7:07:26 AM",0:00:00,0.56,419,0.78,337,0.751
main bench,1,3,185,lbs,,,"2/22/2023, 7:07:26 AM",0:00:00,0.54,402,0.73,300,0.747
main bench,2,1,240,lbs,,,"2/22/2023, 7:07:26 AM",0:25:48,0.3,400,0.43,327,1.312
main bench,2,2,240,lbs,,,"2/22/2023, 7:07:26 AM",0:25:48,0.27,374,0.35,321,1.393
main bench,2,3,240,lbs,,,"2/22/2023, 7:07:26 AM",0:25:48,0.25,371,0.3,69,1.47
main bench,2,4,240,lbs,,,"2/22/2023, 7:07:26 AM",0:25:48,0.19,369,0.3,86,1.95
main bench,2,5,240,lbs,,,"2/22/2023, 7:07:26 AM",0:25:48,0.11,363,0.27,52,3.318
main bench,3,1,225,lbs,,,"2/22/2023, 7:07:26 AM",0:04:51,0.31,402,0.41,143,1.294
main bench,3,2,225,lbs,,,"2/22/2023, 7:07:26 AM",0:04:51,0.31,392,0.4,89,1.266
main bench,3,3,225,lbs,,,"2/22/2023, 7:07:26 AM",0:04:51,0.28,400,0.35,49,1.435
main bench,3,4,225,lbs,,,"2/22/2023, 7:07:26 AM",0:04:51,0.21,374,0.29,34,1.802
main bench,3,5,225,lbs,,,"2/22/2023, 7:07:26 AM",0:04:51,0.19,380,0.33,40,2.014
squat,1,1,215,lbs,,,"2/23/2023, 7:11:52 AM",0:00:00,0.72,704,1.25,562,0.979
squat,1,2,215,lbs,,,"2/23/2023, 7:11:52 AM",0:00:00,0.64,701,1.18,568,1.104
squat,1,3,215,lbs,,,"2/23/2023, 7:11:52 AM",0:00:00,0.64,726,1.16,562,1.127
squat,2,1,250,lbs,,,"2/23/2023, 7:11:52 AM",0:05:37,0.56,682,1.08,556,1.219
squat,2,2,250,lbs,,,"2/23/2023, 7:11:52 AM",0:05:37,0.53,716,0.99,599,1.364
squat,3,1,280,lbs,,,"2/23/2023, 7:11:52 AM",0:05:47,0.47,624,0.92,505,1.324
squat,3,2,280,lbs,,,"2/23/2023, 7:11:52 AM",0:05:47,0.45,665,0.92,557,1.47
squat,3,3,280,lbs,,,"2/23/2023, 7:11:52 AM",0:05:47,0.42,638,0.83,539,1.529
squat,3,4,280,lbs,,,"2/23/2023, 7:11:52 AM",0:05:47,0.43,649,0.82,501,1.519
squat,3,5,280,lbs,,,"2/23/2023, 7:11:52 AM",0:05:47,0.38,659,0.83,556,1.718
squat,4,1,295,lbs,7,,"2/23/2023, 7:11:52 AM",0:06:31,0.45,658,0.83,525,1.451
squat,4,2,295,lbs,7,,"2/23/2023, 7:11:52 AM",0:06:31,0.41,653,0.88,522,1.583
squat,4,3,295,lbs,7,,"2/23/2023, 7:11:52 AM",0:06:31,0.43,684,0.87,586,1.584
squat,4,4,295,lbs,7,,"2/23/2023, 7:11:52 AM",0:06:31,0.35,659,0.74,542,1.879
squat,4,5,295,lbs,7,,"2/23/2023, 7:11:52 AM",0:06:31,0.32,656,0.72,544,2.054
squat,5,1,310,lbs,,,"2/23/2023, 7:11:52 AM",0:05:53,0.38,595,0.69,458,1.571
squat,5,2,310,lbs,,,"2/23/2023, 7:11:52 AM",0:05:53,0.32,622,0.68,502,1.958
squat,5,3,310,lbs,,,"2/23/2023, 7:11:52 AM",0:05:53,0.27,595,0.64,493,2.242
main bench,1,1,175,lbs,,,"2/27/2023, 6:59:41 AM",0:00:00,0.64,426,0.91,307,0.665
main bench,1,2,175,lbs,,,"2/27/2023, 6:59:41 AM",0:00:00,0.56,397,0.79,299,0.716
main bench,1,3,175,lbs,,,"2/27/2023, 6:59:41 AM",0:00:00,0.59,420,0.81,331,0.716
main bench,2,1,190,lbs,,,"2/27/2023, 6:59:41 AM",0:04:21,0.55,421,0.82,316,0.764
main bench,2,2,190,lbs,,,"2/27/2023, 6:59:41 AM",0:04:21,0.52,414,0.73,315,0.797
main bench,3,1,225,lbs,,,"2/27/2023, 6:59:41 AM",0:06:23,0.31,361,0.43,112,1.154
main bench,3,2,225,lbs,,,"2/27/2023, 6:59:41 AM",0:06:23,0.25,362,0.36,105,1.438
main bench,3,3,225,lbs,,,"2/27/2023, 6:59:41 AM",0:06:23,0.26,352,0.34,62,1.334
main bench,3,4,225,lbs,,,"2/27/2023, 6:59:41 AM",0:06:23,0.19,393,0.35,66,2.071
main bench,3,5,225,lbs,,,"2/27/2023, 6:59:41 AM",0:06:23,0.21,379,0.34,68,1.801
main bench,4,1,230,lbs,,,"2/27/2023, 6:59:41 AM",0:05:30,0.34,380,0.41,112,1.133
main bench,4,2,230,lbs,,,"2/27/2023, 6:59:41 AM",0:05:30,0.28,397,0.46,320,1.431
main bench,4,3,230,lbs,,,"2/27/2023, 6:59:41 AM",0:05:30,0.26,384,0.31,323,1.462
main bench,4,4,230,lbs,,,"2/27/2023, 6:59:41 AM",0:05:30,0.2,374,0.35,61,1.88
main bench,4,5,230,lbs,,,"2/27/2023, 6:59:41 AM",0:05:30,0.19,413,0.28,77,2.173
main bench,5,1,235,lbs,,,"2/27/2023, 6:59:41 AM",0:06:40,0.3,357,0.38,296,1.195
main bench,5,2,235,lbs,,,"2/27/2023, 6:59:41 AM",0:06:40,0.21,370,0.3,61,1.795
main bench,5,3,235,lbs,,,"2/27/2023, 6:59:41 AM",0:06:40,0.2,369,0.3,64,1.84
main bench,5,4,235,lbs,,,"2/27/2023, 6:59:41 AM",0:06:40,0.21,352,0.31,51,1.655
sumo deadlift,1,1,230,lbs,,,"2/28/2023, 6:44:08 AM",0:00:00,0.42,497,0.86,349,1.178
sumo deadlift,1,2,230,lbs,,,"2/28/2023, 6:44:08 AM",0:00:00,0.45,510,0.99,357,1.133
sumo deadlift,1,3,230,lbs,,,"2/28/2023, 6:44:08 AM",0:00:00,0.41,493,0.95,343,1.186
sumo deadlift,2,1,260,lbs,,,"2/28/2023, 6:44:08 AM",0:02:46,0.3,443,0.6,269,1.477
sumo deadlift,2,2,260,lbs,,,"2/28/2023, 6:44:08 AM",0:02:46,0.33,463,0.81,325,1.421
sumo deadlift,3,1,295,lbs,,,"2/28/2023, 6:44:08 AM",0:04:07,0.3,472,0.65,343,1.552
sumo deadlift,3,2,295,lbs,,,"2/28/2023, 6:44:08 AM",0:04:07,0.3,485,0.72,342,1.598
sumo deadlift,3,3,295,lbs,,,"2/28/2023, 6:44:08 AM",0:04:07,0.3,460,0.61,300,1.508
sumo deadlift,3,4,295,lbs,,,"2/28/2023, 6:44:08 AM",0:04:07,0.32,469,0.7,320,1.457
sumo deadlift,3,5,295,lbs,,,"2/28/2023, 6:44:08 AM",0:04:07,0.35,483,0.74,335,1.395
sumo deadlift,4,1,310,lbs,,,"2/28/2023, 6:44:08 AM",0:04:09,0.31,488,0.64,275,1.583
sumo deadlift,4,2,310,lbs,,,"2/28/2023, 6:44:08 AM",0:04:09,0.3,487,0.74,340,1.6
sumo deadlift,4,3,310,lbs,,,"2/28/2023, 6:44:08 AM",0:04:09,0.34,462,0.63,353,1.356
sumo deadlift,4,4,310,lbs,,,"2/28/2023, 6:44:08 AM",0:04:09,0.3,495,0.75,357,1.659
sumo deadlift,4,5,310,lbs,,,"2/28/2023, 6:44:08 AM",0:04:09,0.26,505,0.7,414,1.919
banded bench,1,1,135,lbs,,,"3/1/2023, 7:01:26 AM",0:00:00,0.54,377,0.71,127,0.696
banded bench,1,2,135,lbs,,,"3/1/2023, 7:01:26 AM",0:00:00,0.51,374,0.69,122,0.728
banded bench,1,3,135,lbs,,,"3/1/2023, 7:01:26 AM",0:00:00,0.47,400,0.64,121,0.849
banded bench,2,1,150,lbs,,,"3/1/2023, 7:01:26 AM",0:07:20,0.52,405,0.69,332,0.777
banded bench,2,2,150,lbs,,,"3/1/2023, 7:01:26 AM",0:07:20,0.52,405,0.66,334,0.784
banded bench,3,1,175,lbs,,,"3/1/2023, 7:01:26 AM",0:05:07,0.31,356,0.49,99,1.159
banded bench,3,2,175,lbs,,,"3/1/2023, 7:01:26 AM",0:05:07,0.32,377,0.48,69,1.175
banded bench,3,3,175,lbs,,,"3/1/2023, 7:01:26 AM",0:05:07,0.28,360,0.44,59,1.289
banded bench,3,4,175,lbs,,,"3/1/2023, 7:01:26 AM",0:05:07,0.27,295,0.43,11,1.075
banded bench,3,5,175,lbs,,,"3/1/2023, 7:01:26 AM",0:05:07,0.18,380,0.39,74,2.123
banded bench,4,1,185,lbs,,,"3/1/2023, 7:01:26 AM",0:10:36,0.22,368,0.37,69,1.66
banded bench,4,2,185,lbs,,,"3/1/2023, 7:01:26 AM",0:10:36,0.22,352,0.39,61,1.625
banded bench,4,3,185,lbs,,,"3/1/2023, 7:01:26 AM",0:10:36,0.15,352,0.36,64,2.355
banded bench,4,4,185,lbs,,,"3/1/2023, 7:01:26 AM",0:10:36,0.23,379,0.42,66,1.671
banded bench,4,5,185,lbs,,,"3/1/2023, 7:01:26 AM",0:10:36,0.24,395,0.4,78,1.609
banded bench,5,1,155,lbs,,,"3/1/2023, 7:01:26 AM",0:03:20,0.31,381,0.55,117,1.242
banded bench,5,2,155,lbs,,,"3/1/2023, 7:01:26 AM",0:03:20,0.36,378,0.56,80,1.055
banded bench,5,3,155,lbs,,,"3/1/2023, 7:01:26 AM",0:03:20,0.37,206,0.42,152,0.553
banded bench,5,4,155,lbs,,,"3/1/2023, 7:01:26 AM",0:03:20,0.32,362,0.48,74,1.14
banded bench,5,5,155,lbs,,,"3/1/2023, 7:01:26 AM",0:03:20,0.26,386,0.51,77,1.507
